,site_id,geometry,name
93,66007,"POLYGON Z ((-68.12735661585607 -67.57139047318917 35.54303389135748, -68.1273567361772 -67.57139044821015 35.183500106446445, -68.12735675387594 -67.57139040589274 35.54775461181998, -68.12438163529276 -67.5693282451936 26.95013534091413, -68.12547045163367 -67.57113116276226 36.07513384427875, -68.12577387158056 -67.57138792622324 39.72322115022689, -68.12735661585607 -67.57139047318917 35.54303389135748))",Rothera
94,66008,"POLYGON Z ((-57.9008155807246 -63.32112425172771 40.008742299862206, -57.90138310704688 -63.32109155374483 32.64179321564734, -57.90033557639872 -63.32072182478323 30.754578010179102, -57.9008155807246 -63.32112425172771 40.008742299862206))",O'higgins
95,91201,"POLYGON Z ((70.21792843316791 -49.352183206849624 47.260524773970246, 70.25552271937127 -49.35146707910448 73.0239117089659, 70.26270260223183 -49.3520856643351 62.64373289514333, 70.26270288822492 -49.35208585072833 62.39858030155301, 70.21792843316791 -49.352183206849624 47.260524773970246))",Kerguelen
96,91301,"POLYGON Z ((51.85548216145499 -46.431896492716035 202.809436426498, 51.855585719829996 -46.43183015186087 203.5401531709358, 51.855586074894994 -46.43183019322584 203.5465444009751, 51.85548216145499 -46.431896492716035 202.809436426498))",ILE DE LA POSSE
97,91501,"POLYGON Z ((140.00203608086917 -66.66519200111244 -0.6210720762610435, 140.00203596601207 -66.66519192752119 -0.6369174374267459, 140.00193503440528 -66.66508571241286 -1.364234710112214, 140.0014435104678 -66.66267418420752 0.8475359538570046, 140.00203608086917 -66.66519200111244 -0.6210720762610435))",Ile des Petrels
98,92201,"POLYGON Z ((-149.60644010932242 -17.577059437204404 98.00642758514732, -149.60645490217937 -17.57705898795711 98.02497160155326, -149.6095742572741 -17.576505342807405 75.06535540428013, -149.61430463052113 -17.555311002771095 12.04715165682137, -149.57272572539068 -17.533081515667796 11.932189059443772, -149.57272574161993 -17.533081538903303 11.934007675386965, -149.60619415212182 -17.577026147379755 99.81679664831609, -149.60644010932242 -17.577059437204404 98.00642758514732))",Papeete (Tahiti
99,92202,"POLYGON Z ((-151.04114797263452 -16.733511154136725 43.64657986070961, -151.04124185891533 -16.733508515852407 47.02149477414787, -151.04114800302136 -16.733511118466403 45.39560451731086, -151.04114797263452 -16.733511154136725 43.64657986070961))",Huahine (Motu H
100,92301,"POLYGON Z ((-134.96482544562784 -23.130353988641044 80.64484681375325, -134.96492303915224 -23.130256840529196 82.22372676804662, -134.96492304191202 -23.130256834059708 82.22311296127737, -134.96492308055633 -23.130256684167765 82.21309752762318, -134.96482544562784 -23.130353988641044 80.64484681375325))",Rikitea (Ile Ma
101,92701,"POLYGON Z ((166.41020335028912 -22.26984637827993 83.04823987279087, 166.41006093859258 -22.269834155921554 83.06194273754954, 166.4103984893159 -22.269464676026413 85.18539061024785, 166.48488617287816 -22.228322726471177 160.3189439009875, 166.48489738291107 -22.22843037176549 160.11366865038872, 166.48489736302614 -22.228430410517642 159.75397451315075, 166.41020335028912 -22.26984637827993 83.04823987279087))",Noumea
102,92902,"POLYGON Z ((-178.1209474966888 -14.307802013750392 84.87283880449831, -178.12100134525642 -14.307784967997788 85.73272269126028, -178.12100131559745 -14.3077849279693 85.12734062597156, -178.1209474966888 -14.307802013750392 84.87283880449831))",Futuna
103,97301,"POLYGON Z ((-52.63975032190007 5.09847122315694 107.2456278661266, -52.805972316227184 5.252189588395656 -25.770144380629063, -52.80596009768594 5.252182380847007 -25.783396581187844, -52.639781076533914 5.098628844422682 109.69562640506774, -52.63975032190007 5.09847122315694 107.2456278661266))",KOUROU
104,97401,"POLYGON Z ((55.571761280510806 -21.208986814577433 1561.1438304269686, 55.571721822088534 -21.208224660868517 1558.37141519133, 55.57177007252926 -21.20836102204521 1561.912499270402, 55.57177012891571 -21.208361309227687 1561.0891633741558, 55.571761280510806 -21.208986814577433 1561.1438304269686))",La Reunion
